provisional_entity_id,department_code,department_name,proposed_canonical_name,proposed_entity_type,proposed_subtype,official_abbreviation_candidate,primary_source_page_id,primary_source_page_role,primary_source_page_title,official_source_url,identity_confidence,master_evidence_score,identity_evidence,possible_parent_name_text,category_context_count,linked_document_count,guideline_document_count,office_memorandum_count,sanction_order_count,review_flags,requires_admin_review,curation_status,identity_state,created_at
dst_provisional_scheme_b193497f2e1ba1cd5f66,DST,Department of Science and Technology,Fellowship Opportunities for Researchers,SCHEME,STANDARD_SCHEME,,dst_page_54fbdb8b67b22bb27352,SCHEME_MASTER_CANDIDATE,Fellowship Opportunities for Researchers,https://dst.gov.in/fellowship-opportunities-researchers,0.7302,56.000,CLASSIFIER_ROLE_SCHEME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_4 | CATEGORY_INDEX_REFERENCES_8 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES,,8,0,0,0,0,BODY_FALLBACK_TEXT_USED | OFFICIAL_ABBREVIATION_NOT_CONFIRMED,1,PROVISIONAL_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00
dst_provisional_scheme_ba3faa8153c1c06bdffc,DST,Department of Science and Technology,Fund for Improvement of S&T Infrastructure in Universities and Higher Educational Institutions,SCHEME,STANDARD_SCHEME,FIST,dst_page_2670905684740b037ae1,SCHEME_MASTER_CANDIDATE,Fund for Improvement of S&T Infrastructure in Universities and Higher Educational Institutions (FIST),https://dst.gov.in/scientific-programmes/scientific-engineering-research/fund-improvement-st-infrastructure-higher-educational-institutions-fist,0.6527,56.000,CLASSIFIER_ROLE_SCHEME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,are intended to support the efforts of the Department as a whole or a number of faculty members in the Department,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | PARENT_HIERARCHY_REQUIRES_RESOLUTION,1,PROVISIONAL_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00
dst_provisional_scheme_fd02e119bc642328c94f,DST,Department of Science and Technology,INSPIRE Scheme,SCHEME,SCHEME_COMPONENT,,dst_page_f5f1e69b1d66892c47b2,SCHEME_MASTER_CANDIDATE,INSPIRE Scheme,https://dst.gov.in/inspire-scheme-innovation-science-pursuit-inspired-research,0.8110,98.000,CLASSIFIER_ROLE_SCHEME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_6 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_APPLICATION | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED,1,PROVISIONAL_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00
dst_provisional_scheme_6926503df585919a673a,DST,Department of Science and Technology,Funding Mechanism,SCHEME,STANDARD_SCHEME,,dst_page_3697a0e043d448ba5030,SCHEME_MASTER_CANDIDATE,Funding Mechanism,https://dst.gov.in/funding-mechanism,0.4563,28.000,CLASSIFIER_ROLE_SCHEME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_2 | CATEGORY_INDEX_REFERENCES_1 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_BENEFICIARIES,,1,0,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | OFFICIAL_ABBREVIATION_NOT_CONFIRMED | UPSTREAM_ADMIN_REVIEW_FLAG,1,PROVISIONAL_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00
dst_provisional_scheme_a805e11784fbef37d7d5,DST,Department of Science and Technology,About the Schemes,SCHEME,STANDARD_SCHEME,,dst_page_d47464bcbfe3be229cb2,SCHEME_MASTER_CANDIDATE,About the Schemes,https://dst.gov.in/about-schemes,0.6172,42.000,CLASSIFIER_ROLE_SCHEME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | LINKED_DOCUMENTS_2 | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES,,0,2,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED,1,PROVISIONAL_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00
dst_provisional_scheme_10827dc007fc6d5e687f,DST,Department of Science and Technology,Mega Facilities for Basic Research Scheme,SCHEME,STANDARD_SCHEME,,dst_page_20dfeeb17abaf5c023fd,SCHEME_MASTER_CANDIDATE,Mega Facilities for Basic Research Scheme,https://dst.gov.in/mega-facilities-basic-research-scheme,0.6790,42.000,CLASSIFIER_ROLE_SCHEME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | OFFICIAL_GUIDELINE_DOCUMENTS_1 | LINKED_DOCUMENTS_21 | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,Mega Science Programme from 01,0,21,0,1,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED | PARENT_HIERARCHY_REQUIRES_RESOLUTION,1,PROVISIONAL_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00
