verification_id,classification_id,inventory_id,source_row_number,master_id,canonical_name,requested_url,final_url,requested_domain,final_domain,redirect_count,redirect_chain,http_status,content_type,response_bytes_read,page_title,meta_description,entity_evidence,official_final_domain,proposed_action_type,link_role,verification_status,confidence,eligible_for_public_button,network_status,verification_evidence,error_type,error_detail,verified_at_utc
fc39a3ac2001fc3d51f22664,0e6411894f5f41774a8b031f,23f9502c521ad36afc477b40,141,94f8ab0a070a6ff15fce,GENESIS,https://msh.meity.gov.in/schemes/genesis,https://msh.meity.gov.in/schemes/genesis,msh.meity.gov.in,msh.meity.gov.in,0,,200,text/html,19142,MeityStartupHub,,,True,SCHEME_DETAILS,SCHEME_MASTER,UNVERIFIED,0.55,False,COMPLETED,http_status=200 | content_type=text/html | official_final_domain=True | route_entity_match=True | content_entity_evidence_count=0 | verification_policy=CONTENT_EVIDENCE_ONLY | rendered_entity_specific_content_not_found=True | possible_javascript_shell_requires_browser_verification=True,,,2026-07-13T09:07:19+00:00
62e6e66e51d8c35a417316e8,66d6230a6ecf9c5be6d5e12f,1d87b1fba4c754a5fda15edb,138,147173e17ea741687247,SAMRIDH,https://msh.meity.gov.in/schemes/samridh,https://msh.meity.gov.in/schemes/samridh,msh.meity.gov.in,msh.meity.gov.in,0,,200,text/html,19142,MeityStartupHub,,,True,SCHEME_DETAILS,SCHEME_MASTER,UNVERIFIED,0.55,False,COMPLETED,http_status=200 | content_type=text/html | official_final_domain=True | route_entity_match=True | content_entity_evidence_count=0 | verification_policy=CONTENT_EVIDENCE_ONLY | rendered_entity_specific_content_not_found=True | possible_javascript_shell_requires_browser_verification=True,,,2026-07-13T09:07:19+00:00
866b5110b812cfc4d6bd1be7,5356e76f6178a82a2559121f,ff4fe0212787b8e0088ad50c,140,194b7ba77d6b53f30b91,SASACT,https://msh.meity.gov.in/schemes/sasact,https://msh.meity.gov.in/schemes/sasact,msh.meity.gov.in,msh.meity.gov.in,0,,200,text/html,19142,MeityStartupHub,,,True,SCHEME_DETAILS,SCHEME_MASTER,UNVERIFIED,0.55,False,COMPLETED,http_status=200 | content_type=text/html | official_final_domain=True | route_entity_match=True | content_entity_evidence_count=0 | verification_policy=CONTENT_EVIDENCE_ONLY | rendered_entity_specific_content_not_found=True | possible_javascript_shell_requires_browser_verification=True,,,2026-07-13T09:07:19+00:00
efec90a7339fdc1b91e0a614,460601754cf073abfcb03ea2,d77673963dc61725d7079244,139,6af79cf6c8a213dddce8,TIDE 2.0,https://msh.meity.gov.in/schemes/tide,https://msh.meity.gov.in/schemes/tide,msh.meity.gov.in,msh.meity.gov.in,0,,200,text/html,19142,MeityStartupHub,,,True,SCHEME_DETAILS,SCHEME_MASTER,UNVERIFIED,0.55,False,COMPLETED,http_status=200 | content_type=text/html | official_final_domain=True | route_entity_match=False | content_entity_evidence_count=0 | verification_policy=CONTENT_EVIDENCE_ONLY | rendered_entity_specific_content_not_found=True | possible_javascript_shell_requires_browser_verification=True,,,2026-07-13T09:07:19+00:00
