action_id,master_id,canonical_name,action_type,link_role,public_button_label,button_order,original_url,resolved_url,official_domain,source_authority,verification_status,http_status,is_active,is_time_bound,deadline,deadline_status,parent_master_id,call_instance_id,confidence,evidence,rejection_reason,last_verified_at,eligible_for_public_button,verification_source,schema_version
965550efaa8901c53caa4094,94f8ab0a070a6ff15fce,GENESIS,SCHEME_DETAILS,SCHEME_MASTER,Scheme Details,3,https://msh.meity.gov.in/schemes/genesis,https://msh.meity.gov.in/schemes/genesis,msh.meity.gov.in,MeitY Startup Hub,VERIFIED_INFORMATION_PAGE,200,True,False,,NOT_APPLICABLE,,,0.98,browser_engine=Google Chrome | http_status=200 | page_title=MeityStartupHub | strong_marker_evidence=visible_text:gen-next support for innovative startups | heading_marker_evidence= | visible_text_length=2589 | verification_policy=VISIBLE_RENDERED_DOM,,2026-07-13T09:18:52+00:00,True,meity_scheme_page_browser_verification_v3_4_3_5.csv,3.4.3.5
3b4b9f5abbc860249aea77db,147173e17ea741687247,SAMRIDH,SCHEME_DETAILS,SCHEME_MASTER,Scheme Details,3,https://msh.meity.gov.in/schemes/samridh,https://msh.meity.gov.in/schemes/samridh,msh.meity.gov.in,MeitY Startup Hub (MSH),VERIFIED_INFORMATION_PAGE,200,True,False,,NOT_APPLICABLE,,,0.98,browser_engine=Google Chrome | http_status=200 | page_title=MeityStartupHub | strong_marker_evidence=visible_text:startup accelerator of meity for product innovation development and growth | heading_marker_evidence= | visible_text_length=2159 | verification_policy=VISIBLE_RENDERED_DOM,,2026-07-13T09:18:57+00:00,True,meity_scheme_page_browser_verification_v3_4_3_5.csv,3.4.3.5
da08be38c7627802a59bff89,194b7ba77d6b53f30b91,SASACT,SCHEME_DETAILS,SCHEME_MASTER,Scheme Details,3,https://msh.meity.gov.in/schemes/sasact,https://msh.meity.gov.in/schemes/sasact,msh.meity.gov.in,MeitY Startup Hub,VERIFIED_INFORMATION_PAGE,200,True,False,,NOT_APPLICABLE,,,0.98,browser_engine=Google Chrome | http_status=200 | page_title=MeityStartupHub | strong_marker_evidence=visible_text:scheme for accelerating startups around post covid technology | visible_text:scheme for accelerating start-ups around post-covid technology | heading_marker_evidence=heading:sasact | visible_text_length=2019 | verification_policy=VISIBLE_RENDERED_DOM,,2026-07-13T09:19:02+00:00,True,meity_scheme_page_browser_verification_v3_4_3_5.csv,3.4.3.5
3f93bf3290129a85a6d30883,6af79cf6c8a213dddce8,TIDE 2.0,SCHEME_DETAILS,SCHEME_MASTER,Scheme Details,3,https://msh.meity.gov.in/schemes/tide,https://msh.meity.gov.in/schemes/tide,msh.meity.gov.in,MeitY Startup Hub (MSH),VERIFIED_INFORMATION_PAGE,200,True,False,,NOT_APPLICABLE,,,0.98,browser_engine=Google Chrome | http_status=200 | page_title=MeityStartupHub | strong_marker_evidence=visible_text:technology incubation and development of entrepreneurs | heading_marker_evidence= | visible_text_length=3354 | verification_policy=VISIBLE_RENDERED_DOM,,2026-07-13T09:19:07+00:00,True,meity_scheme_page_browser_verification_v3_4_3_5.csv,3.4.3.5
