gap_resolution_id,target_url,normalized_target_url,proposed_name,prior_gap_classification,final_gap_classification,classification_confidence,classification_reasons,link_occurrences,unique_source_pages,main_content_occurrences,main_content_ratio,max_relevance_score,average_relevance_score,enqueue_decisions,anchor_texts,source_page_roles,source_page_urls,direct_target_match,selective_crawl_required,identity_safeguard,calibration_id,calibrated_score,calibrated_decision,queue_priority,calibrated_classification,calibrated_confidence,score_reasons,triage_reasons,manual_review_reason,crawl_queue_id,crawl_depth,crawl_status,crawl_reason,crawl_started_at,http_status,final_url,content_type,bytes_received,snapshot_path,fetched_title,page_title,text_source,text_excerpt,master_evidence_categories,fetched_classification,fetched_confidence,fetched_reasons,inferred_entity_type,crawl_error,fetched_at
dst_gap_resolution_fb3528676ee9148e9e4a,https://dst.gov.in/foldscope-microscopy-empowering-farmers-chhattisgarh-detect-plant-diseases-take-st-aided-1,https://dst.gov.in/foldscope-microscopy-empowering-farmers-chhattisgarh-detect-plant-diseases-take-st-aided-1,https://dst.gov.in/foldscope-microscopy-empowering-farmers-chhattisgarh-...,UNRESOLVED,UNRESOLVED,0.4700,SCHEME_PROGRAMME_CATEGORY_SOURCE,1,1,0,0.000000,20.00,20.00,LOW_RELEVANCE,https://dst.gov.in/foldscope-microscopy-empowering-farmers-chhattisgarh-...,PROGRAMME_CATEGORY_INDEX,https://dst.gov.in/programmes-innitiatives,0,0,NO_CANONICAL_IDENTITY_NO_LOCK,dst_calibration_83435b0a0803c5c800dd,28,MANUAL_ENTITY_REVIEW,,MANUAL_ENTITY_REVIEW,0.5500,INTERNAL_DST_HTML_TARGET:+20;RELEVANCE_GE_20:+8,,CALIBRATED_ENTITY_POSSIBILITY_REQUIRES_CURATION,,,,,,,,,,,,,,,,,,,,,
dst_gap_resolution_3786d113b796fd07db37,https://dst.gov.in/herbal-remedy-gout-can-improve-lifestyle-elderly-people,https://dst.gov.in/herbal-remedy-gout-can-improve-lifestyle-elderly-people,https://dst.gov.in/herbal-remedy-gout-can-improve-lifestyle-elderly-people,UNRESOLVED,UNRESOLVED,0.4700,SCHEME_PROGRAMME_CATEGORY_SOURCE,1,1,0,0.000000,20.00,20.00,LOW_RELEVANCE,https://dst.gov.in/herbal-remedy-gout-can-improve-lifestyle-elderly-people,PROGRAMME_CATEGORY_INDEX,https://dst.gov.in/programmes-innitiatives,0,0,NO_CANONICAL_IDENTITY_NO_LOCK,dst_calibration_dcf748096f919a2b3d89,28,MANUAL_ENTITY_REVIEW,,MANUAL_ENTITY_REVIEW,0.5500,INTERNAL_DST_HTML_TARGET:+20;RELEVANCE_GE_20:+8,,CALIBRATED_ENTITY_POSSIBILITY_REQUIRES_CURATION,,,,,,,,,,,,,,,,,,,,,
dst_gap_resolution_f33e4fa07003daa6bc24,https://dst.gov.in/success-stories-dst,https://dst.gov.in/success-stories-dst,https://dst.gov.in/success-stories-dst,UNRESOLVED,UNRESOLVED,0.4700,SCHEME_PROGRAMME_CATEGORY_SOURCE,1,1,0,0.000000,20.00,20.00,LOW_RELEVANCE,https://dst.gov.in/success-stories-dst,PROGRAMME_CATEGORY_INDEX,https://dst.gov.in/programmes-innitiatives,0,0,NO_CANONICAL_IDENTITY_NO_LOCK,dst_calibration_786822d94dd7af31df25,28,MANUAL_ENTITY_REVIEW,,MANUAL_ENTITY_REVIEW,0.5500,INTERNAL_DST_HTML_TARGET:+20;RELEVANCE_GE_20:+8,,CALIBRATED_ENTITY_POSSIBILITY_REQUIRES_CURATION,,,,,,,,,,,,,,,,,,,,,
dst_gap_resolution_22635a45ad926d99bc5f,https://dst.gov.in/science-wings-abroad-0,https://dst.gov.in/science-wings-abroad-0,Science Wings Abroad,UNRESOLVED,UNRESOLVED,0.3500,INSUFFICIENT_OFFLINE_EVIDENCE,1,1,0,0.000000,0.00,0.00,LOW_RELEVANCE,Science Wings Abroad,BROKEN_OFFICIAL_LINK,https://dst.gov.in/,0,0,NO_CANONICAL_IDENTITY_NO_LOCK,dst_calibration_52cc38bdfb0f42488169,35,SELECTIVE_CRAWL_MEDIUM,MEDIUM,UNRESOLVED,0.5800,INTERNAL_DST_HTML_TARGET:+20;PERMANENT_ENTITY_NAME_SIGNAL:+15,,FETCHED_ENTITY_EVIDENCE_REQUIRES_CURATION,dst_calibrated_queue_22635a45ad926d99bc5f,0,FETCHED,INTERNAL_DST_HTML_TARGET:+20;PERMANENT_ENTITY_NAME_SIGNAL:+15,2026-07-10T11:44:52+00:00,200,https://dst.gov.in/science-wings-abroad-0,text/html; charset=utf-8,56680,data\departments\dst\v3_4_0_3_3_1\snapshots\html\dst_calibrated_snapshot_22635a45ad926d99bc5f.html.gz,Science Wings Abroad | Department Of Science & Technology,Science Wings Abroad | Department Of Science & Technology,MAIN_CONTENT,"Science Wings Abroad During the year, Science Wings in Indian Missions at Berlin, Moscow, Tokyo and Washington DC, continued to provide information about the developments in research and technology and inputs arising from their meetings with researchers, government agencies and industry. They have taken facilitating action in connection with the visits of the scientific delegations from the respective countries. Science Wings serviced the ongoing bilateral programmes of cooperation in Science and Technology and acted on behalf of various Indian agencies on matters referred to them for further action. Science Wings also responded to queries received from India. Technical liaison officers have been posted in the Indian Missions in Austria, France, UK and USA to provide specialised services generally in the fields of Space, Defence and Atomic Energy. They also interact on behalf of Indian interests in the fields of S&T. Details of Science Counsellor Embassy of India, Germany Embassy of In",beneficiary,MANUAL_ENTITY_REVIEW,0.5800,AMBIGUOUS_ENTITY_EVIDENCE,,,2026-07-10T11:44:54+00:00
