gap_resolution_id,target_url,normalized_target_url,proposed_name,prior_gap_classification,final_gap_classification,classification_confidence,classification_reasons,link_occurrences,unique_source_pages,main_content_occurrences,main_content_ratio,max_relevance_score,average_relevance_score,enqueue_decisions,anchor_texts,source_page_roles,source_page_urls,direct_target_match,selective_crawl_required,identity_safeguard,calibration_id,calibrated_score,calibrated_decision,queue_priority,calibrated_classification,calibrated_confidence,score_reasons,triage_reasons,crawl_queue_id,crawl_depth,crawl_status,crawl_reason
dst_gap_resolution_22635a45ad926d99bc5f,https://dst.gov.in/science-wings-abroad-0,https://dst.gov.in/science-wings-abroad-0,Science Wings Abroad,UNRESOLVED,UNRESOLVED,0.3500,INSUFFICIENT_OFFLINE_EVIDENCE,1,1,0,0.000000,0.00,0.00,LOW_RELEVANCE,Science Wings Abroad,BROKEN_OFFICIAL_LINK,https://dst.gov.in/,0,0,NO_CANONICAL_IDENTITY_NO_LOCK,dst_calibration_52cc38bdfb0f42488169,35,SELECTIVE_CRAWL_MEDIUM,MEDIUM,UNRESOLVED,0.5800,INTERNAL_DST_HTML_TARGET:+20;PERMANENT_ENTITY_NAME_SIGNAL:+15,,dst_calibrated_queue_22635a45ad926d99bc5f,0,QUEUED,INTERNAL_DST_HTML_TARGET:+20;PERMANENT_ENTITY_NAME_SIGNAL:+15
