master_id,scheme_name,original_sectors,primary_sector,secondary_sectors,all_sectors,confidence,method,review_required,evidence_summary,scored_candidates,fetched_urls,fetch_notes,llm_used,llm_note
b1_c2e9280b037e84eb773b,NTSC Aligarh | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries Corporati,"[""Sector Agnostic / Multi-sector"", ""Robotics & Automation""]",Robotics & Automation,[],"[""Robotics & Automation""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: robotics, robot, automation; official_page_text: robotics, robot; original sector conflicted: Sector Agnostic / Multi-sector","{""Robotics & Automation"": 17.0, ""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Digital Technology & Software"": 2.5}","[""https://www.nsic.co.in/NTSC/Aligarh""]","[""https://www.nsic.co.in/NTSC/Aligarh::HTTP_200""]",False,LM_NOT_REQUESTED
b1_792f62c29d5374694d71,"NTSC Neemka, Faridabad | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries","[""Sector Agnostic / Multi-sector"", ""Robotics & Automation""]",Robotics & Automation,[],"[""Robotics & Automation""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: robotics, robot, automation; official_page_text: robotics, robot, automation, industrial automation; original sector conflicted: Sector Agnostic / Multi-sector","{""Robotics & Automation"": 19.5, ""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 2.5, ""Social Impact & Rural Innovation"": 2.5}","[""https://www.nsic.co.in/NTSC/Faridabad""]","[""https://www.nsic.co.in/NTSC/Faridabad::HTTP_200""]",False,LM_NOT_REQUESTED
b1_adcc80ebc251c5699fd3,"NTSC Okhla, New Delhi | NSIC Technical Services Centres | NTSC |TIC | LBI | testing laboratories accredited by NABL / BIS | NSIC Services | NSIC - NSIC : National Small Industries","[""Sector Agnostic / Multi-sector"", ""Digital Technology & Software""]",Digital Technology & Software,[],"[""Digital Technology & Software""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: software, digital technology; official_page_text: software, information technology; original sector conflicted: Sector Agnostic / Multi-sector","{""Digital Technology & Software"": 13.0, ""Sector Agnostic / Multi-sector"": 8.5, ""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 2.5, ""Manufacturing & Industry 4.0"": 2.5, ""Media, Gaming & Creative Industries"": 2.5, ""Renewable Energy & Energy Storage"": 2.5, ""Textiles, Apparel & Handicrafts"": 2.5}","[""https://www.nsic.co.in/NTSC/Okhla""]","[""https://www.nsic.co.in/NTSC/Okhla::HTTP_200""]",False,LM_NOT_REQUESTED
b1_f63fd47a7794ded0ed55,Innovation Challenge.Html,"[""Cross-sector MSME & Startup Finance"", ""Healthcare & MedTech"", ""Water & Sanitation""]",Healthcare & MedTech,"[""Water & Sanitation""]","[""Healthcare & MedTech"", ""Water & Sanitation""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: healthcare, medtech; official_page_text: healthcare, diagnostic, digital health; original sector conflicted: Cross-sector MSME & Startup Finance","{""Healthcare & MedTech"": 15.5, ""Water & Sanitation"": 11.5, ""Cross-sector MSME & Startup Finance"": 7.5, ""Agriculture & AgriTech"": 5.0, ""Cross-sector Innovation & Entrepreneurship"": 5.0, ""Education & EdTech"": 4.0, ""Environment & Circular Economy"": 2.5, ""Retail, Commerce & Consumer Technology"": 2.5}","[""https://www.startupindia.gov.in/content/sih/en/international/innovation-challenge.html""]","[""https://www.startupindia.gov.in/content/sih/en/international/innovation-challenge.html::HTTP_200""]",False,LM_NOT_REQUESTED
b1_209a3fd28aa689da5250,Incubator Framework.Html,"[""Cross-sector Innovation & Entrepreneurship"", ""Biotechnology & Life Sciences"", ""Environment & Circular Economy""]",Biotechnology & Life Sciences,"[""Environment & Circular Economy""]","[""Biotechnology & Life Sciences"", ""Environment & Circular Economy""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: biotechnology, biotech, life sciences; official_page_text: biotechnology, biotech; original sector conflicted: Cross-sector Innovation & Entrepreneurship","{""Biotechnology & Life Sciences"": 17.0, ""Environment & Circular Economy"": 13.0, ""Cross-sector Innovation & Entrepreneurship"": 8.5, ""Cross-sector MSME & Startup Finance"": 7.5, ""Agriculture & AgriTech"": 2.5, ""Healthcare & MedTech"": 2.5, ""Manufacturing & Industry 4.0"": 2.5, ""Water & Sanitation"": 2.5}","[""https://www.startupindia.gov.in/content/sih/en/incubator-framework.html""]","[""https://www.startupindia.gov.in/content/sih/en/incubator-framework.html::HTTP_200""]",False,LM_NOT_REQUESTED
v332_403d76556f9dbd7968ef,Incubator Schemes,"[""Cross-sector Innovation & Entrepreneurship"", ""Biotechnology & Life Sciences"", ""Environment & Circular Economy""]",Biotechnology & Life Sciences,"[""Environment & Circular Economy""]","[""Biotechnology & Life Sciences"", ""Environment & Circular Economy""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: biotechnology, biotech, life sciences; official_page_text: biotechnology, biotech; original sector conflicted: Cross-sector Innovation & Entrepreneurship","{""Biotechnology & Life Sciences"": 17.0, ""Environment & Circular Economy"": 13.0, ""Cross-sector Innovation & Entrepreneurship"": 8.5, ""Cross-sector MSME & Startup Finance"": 7.5, ""Agriculture & AgriTech"": 2.5, ""Healthcare & MedTech"": 2.5, ""Manufacturing & Industry 4.0"": 2.5, ""Water & Sanitation"": 2.5}","[""https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html""]","[""https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html::HTTP_200""]",False,LM_NOT_REQUESTED
v332_783a531ec28b3e1a662f,Startup India Scheme,"[""Cross-sector MSME & Startup Finance"", ""Environment & Circular Economy""]",Environment & Circular Economy,[],"[""Environment & Circular Economy""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: environment, circular economy; official_page_text: environment, pollution control; original sector conflicted: Cross-sector MSME & Startup Finance","{""Environment & Circular Economy"": 13.0, ""Cross-sector MSME & Startup Finance"": 7.5, ""Cross-sector Innovation & Entrepreneurship"": 5.0, ""Deep Technology"": 2.5, ""Manufacturing & Industry 4.0"": 2.5}","[""https://www.startupindia.gov.in/content/sih/en/startup-scheme.html""]","[""https://www.startupindia.gov.in/content/sih/en/startup-scheme.html::HTTP_200""]",False,LM_NOT_REQUESTED
v332_3502bb2bbb8ab6f0f10c,Income Tax Exemption Notifications,"[""Cross-sector MSME & Startup Finance"", ""Biotechnology & Life Sciences""]",Biotechnology & Life Sciences,[],"[""Biotechnology & Life Sciences""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: biotechnology, biotech, life sciences; official_page_text: biotechnology, biotech; original sector conflicted: Cross-sector MSME & Startup Finance","{""Biotechnology & Life Sciences"": 17.0, ""Cross-sector MSME & Startup Finance"": 7.5, ""Cross-sector Innovation & Entrepreneurship"": 5.0}","[""https://www.startupindia.gov.in/content/sih/en/startupgov/imb.html""]","[""https://www.startupindia.gov.in/content/sih/en/startupgov/imb.html::HTTP_200""]",False,LM_NOT_REQUESTED
