master_id,canonical_name,official_abbreviation,entity_type,owning_ministry,owning_department,implementing_agency,official_master_url,source_candidate_id,identity_status,identity_confidence,identity_evidence,identity_rule_version,last_verified_date,publication_status
dpiit_master_880f0437b66acc9c29cd,Bharat Startup Knowledge Access Registry,BHASKAR,ECOSYSTEM_PLATFORM,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Invest India,https://www.startupindia.gov.in/bhaskar/about,dpiit_candidate_5bf7a3ca8f670e2bef62,LOCKED_VERIFIED_OFFICIAL_IDENTITY,0.98,Official BHASKAR about page.,3.4.1.0.2,2026-07-12,NOT_PUBLISHED
dpiit_master_a36bf124c1f50e54c9a4,MAARG Startup India National Mentorship Platform,MAARG,ECOSYSTEM_PLATFORM,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Invest India,https://maarg.startupindia.gov.in/,dpiit_candidate_c3253da46760a28c94d6,LOCKED_VERIFIED_OFFICIAL_IDENTITY,0.98,Official MAARG platform page.,3.4.1.0.2,2026-07-12,NOT_PUBLISHED
dpiit_master_a1b4262b9b8648769253,Startup India Investor Connect,,ECOSYSTEM_PLATFORM,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Invest India,https://investorconnect.startupindia.gov.in/,dpiit_candidate_2f031f990a8e114c33eb,LOCKED_VERIFIED_OFFICIAL_IDENTITY,0.98,Official Startup India Investor Connect platform.,3.4.1.0.2,2026-07-12,NOT_PUBLISHED
dpiit_master_6c1afb477ef37cd6acaa,DPIIT Startup Recognition,,GOVERNMENT_SERVICE,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),National Single Window System,https://www.nsws.gov.in/portal/scheme/dpiit-startup-recognition,dpiit_candidate_277eada80d2b71f5d4e6,LOCKED_VERIFIED_OFFICIAL_IDENTITY,0.98,Official NSWS application service; the combined recognition/tax-exemption page remains relationship review.,3.4.1.0.2,2026-07-12,NOT_PUBLISHED
