rejection_id,candidate_id,candidate_name,source_url,page_role,rejection_reason,retained_for_audit
dpiit_identity_rejection_1bf447507447efc3bb32,dpiit_candidate_07891cd6dc1455f980ce,Contact Us,https://www.startupindia.gov.in/content/sih/en/contact-us.html,NON_SCHEME,EXPLICIT_NON_SCHEME_PAGE,1
