relationship_id,parent_master_id,child_candidate_id,child_name,child_role,relationship_type,evidence_url,confidence,status,reasons
dpiit_relationship_33253925b7d78d1bf83a,dpiit_master_8314bd560187bd1f0e75,dpiit_candidate_65cc8a374e4abde49544,Gaming for Good – Bharat Startup Grand Challenge,CHALLENGE_INSTANCE,HAS_CHALLENGE_INSTANCE,https://www.startupindia.gov.in/content/sih/en/bharat-startup-grand-challenge/gaming-for-good.html,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
dpiit_relationship_0d032e1e7a7e5acff5ef,dpiit_master_8f5e33c59d19edc0e12e,dpiit_candidate_84a746b00be87bc80726,Final Notice: last date for startups to apply under SISFS – 31 May 2026,APPLICATION_CALL,HAS_APPLICATION_CALL,https://seedfund.startupindia.gov.in/final-notice-2026,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
dpiit_relationship_d610abb1a20147fc5611,dpiit_master_8f5e33c59d19edc0e12e,dpiit_candidate_89f9b85a774291c41f8b,SISFS Startup Application Login,APPLICATION_PORTAL,HAS_APPLICATION_PORTAL,https://seedfund.startupindia.gov.in/startup/login,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
dpiit_relationship_d6e8186aaf152ad0e7a7,dpiit_master_8f5e33c59d19edc0e12e,dpiit_candidate_0dbfcf19851723fe49d8,SISFS Frequently Asked Questions,FAQ,HAS_FAQ,https://seedfund.startupindia.gov.in/faq,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
dpiit_relationship_31e2f9f908404c32c098,dpiit_master_d340c6e45c28c4fbba91,dpiit_candidate_ebdf2f46bbcfec5b9087,Frequently Asked Questions – Credit Guarantee Scheme for Startups,GUIDELINE,HAS_SUPPORTING_GUIDELINE,https://www.ncgtc.in/content/products/0/20250519/FAQ_CGSS_2025_2026_37fd554fb8.pdf,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
dpiit_relationship_33c886416ce69b386346,dpiit_master_fddaf83d1941468aa810,dpiit_candidate_6380ecd7f0cc38ca5df5,National Startup Awards 5.0,AWARD_EDITION,HAS_AWARD_EDITION,https://www.startupindia.gov.in/content/sih/en/nsa2025.html,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
dpiit_relationship_d97736062dd931aa8535,dpiit_master_fddaf83d1941468aa810,dpiit_candidate_cd89343d3e887b253829,National Startup Awards 2023 Guidelines,GUIDELINE,HAS_SUPPORTING_GUIDELINE,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/National%20Startup%20Awards%202023_Guidelines.pdf,0.98,LOCKED_EVIDENCE_RELATIONSHIP,Explicit v3.4.1.0.1 parent candidate mapped to locked permanent identity.
