unique_gap_id,target_url,normalized_target_url,direct_target_match,target_page_id,target_page_title,target_page_role,target_page_role_confidence,review_proposed_name,review_proposed_name_variants,review_context_titles,occurrence_count,reverse_inbound_link_count,recovered_source_urls,recovered_source_roles,gap_classification,proposed_entity_type,classification_confidence,classification_reasons,review_flags,requires_admin_review,existing_provisional_entity_id,existing_provisional_entity_name,existing_provisional_entity_type,main_text_excerpt,identity_safeguard,processed_at
dst_gap_target_27f908658d740a1a73b7,https://dst.gov.in/,https://dst.gov.in/,1,dst_page_ff9159671a474201220d,Page not found,BROKEN_OFFICIAL_LINK,0.9900,Department of Science & Technology (DST),Department of Science & Technology (DST),Home Page | Long Term Core Support - Technological Advancement for Rural Areas (TARA) | NGCMA Home | Programmes & Initiatives | Schemes/ Programmes | Science and Technology Training Cell | Technical Research Centres | Vision & Mission,8,1251,https://dst.gov.in/archive-call-for-proposals | https://dst.gov.in/archive-call-for-proposals?page=1 | https://dst.gov.in/archive-call-for-proposals?page=10 | https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara | https://dst.gov.in/ngcma | https://dst.gov.in/programmes-innitiatives | https://dst.gov.in/schemes-programmes | https://dst.gov.in/science-and-technology-training-cell | https://dst.gov.in/technical-research-centres | https://dst.gov.in/vision-mission,CALL_ARCHIVE_INDEX | PROGRAMME_CATEGORY_INDEX | SCHEME_CATEGORY_INDEX,BROKEN_OFFICIAL_LINK,BROKEN,0.9900,SOURCE_URL_INTERPRETED_AS_TARGET_URL | CLASSIFIED_OR_HTTP_BROKEN_OFFICIAL_LINK,,0,,,,,NO_CANONICAL_IDENTITY_CREATED_NO_IDENTITY_LOCKED,2026-07-10T10:56:15+00:00
