gap_resolution_id,target_url,normalized_target_url,proposed_name,prior_gap_classification,final_gap_classification,classification_confidence,classification_reasons,link_occurrences,unique_source_pages,main_content_occurrences,main_content_ratio,max_relevance_score,average_relevance_score,enqueue_decisions,anchor_texts,source_page_roles,source_page_urls,direct_target_match,selective_crawl_required,identity_safeguard
dst_gap_resolution_f7e0fcfc0157f2f226b1,https://dst.gov.in/ethical-guidelines,https://dst.gov.in/ethical-guidelines,Ethical Guidelines,SUPPORTING_PAGE,SUPPORTING_INFORMATION,0.9400,DIRECT_CLASSIFIED_PAGE_ROLE:GUIDELINE_PAGE,417,416,0,0.000000,75.00,56.68,LOW_RELEVANCE;RELEVANT,Ethical Guidelines,APPLICATION_GUIDANCE;APPLICATION_INVITATION;BROKEN_OFFICIAL_LINK;CALL_ARCHIVE_INDEX;CALL_FOR_PROPOSALS;CALL_RESULT;CURRENT_CALL_INDEX;DEADLINE_EXTENSION;EVENT;EXPRESSION_OF_INTEREST;GUIDELINE_PAGE;NEWS;PROGRAMME_CATEGORY_INDEX;PROGRAMME_MASTER_CANDIDATE;SANCTIONED_PROJECT_EVIDENCE;SCHEME_CATEGORY_INDEX;SCHEME_MASTER_CANDIDATE;UNKNOWN,https://dst.gov.in/;https://dst.gov.in/about-schemes;https://dst.gov.in/announcement/applications-invited-throughout-year;https://dst.gov.in/archive;https://dst.gov.in/archive-call-for-proposals;https://dst.gov.in/archive-call-for-proposals?page=1;https://dst.gov.in/archive-call-for-proposals?page=10;https://dst.gov.in/archive-call-for-proposals?page=11;https://dst.gov.in/archive-call-for-proposals?page=12;https://dst.gov.in/archive-call-for-proposals?page=13;https://dst.gov.in/archive-call-for-proposals?page=14;https://dst.gov.in/archive-call-for-proposals?page=15;https://dst.gov.in/archive-call-for-proposals?page=16;https://dst.gov.in/archive-call-for-proposals?page=17;https://dst.gov.in/archive-call-for-proposals?page=2;https://dst.gov.in/archive-call-for-proposals?page=3;https://dst.gov.in/archive-call-for-proposals?page=4;https://dst.gov.in/archive-call-for-proposals?page=5;https://dst.gov.in/archive-call-for-proposals?page=6;https://dst.gov.in/archive-call-for-proposals?page=7;https://dst.gov.in/archive-call-for-proposals?page=8;https://dst.gov.in/archive-call-for-proposals?page=9;https://dst.gov.in/call-for-proposals;https://dst.gov.in/callforproposals;https://dst.gov.in/callforproposals-0;https://dst.gov.in/callforproposals-1;https://dst.gov.in/callforproposals/10th-india-israel-industrial-rd-and-technological-innovation-fund-i4f;https://dst.gov.in/callforproposals/11th-india-spain-joint-call-rdi-projects-2024;https://dst.gov.in/callforproposals/2018-commonwealth-scholarship-united-kingdom;https://dst.gov.in/callforproposals/2019-brics-calls-proposals-multilateral-rd-projects,1,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_8325ba2fba506d3e39b6,https://dst.gov.in/oms-and-guidelines,https://dst.gov.in/oms-and-guidelines,OMs and Guidelines,SUPPORTING_PAGE,SUPPORTING_INFORMATION,0.9400,DIRECT_CLASSIFIED_PAGE_ROLE:GUIDELINE_PAGE,417,416,0,0.000000,75.00,56.73,LOW_RELEVANCE;RELEVANT,OMs and Guidelines,APPLICATION_GUIDANCE;APPLICATION_INVITATION;BROKEN_OFFICIAL_LINK;CALL_ARCHIVE_INDEX;CALL_FOR_PROPOSALS;CALL_RESULT;CURRENT_CALL_INDEX;DEADLINE_EXTENSION;EVENT;EXPRESSION_OF_INTEREST;GUIDELINE_PAGE;NEWS;PROGRAMME_CATEGORY_INDEX;PROGRAMME_MASTER_CANDIDATE;SANCTIONED_PROJECT_EVIDENCE;SCHEME_CATEGORY_INDEX;SCHEME_MASTER_CANDIDATE;UNKNOWN,https://dst.gov.in/;https://dst.gov.in/about-schemes;https://dst.gov.in/announcement/applications-invited-throughout-year;https://dst.gov.in/archive;https://dst.gov.in/archive-call-for-proposals;https://dst.gov.in/archive-call-for-proposals?page=1;https://dst.gov.in/archive-call-for-proposals?page=10;https://dst.gov.in/archive-call-for-proposals?page=11;https://dst.gov.in/archive-call-for-proposals?page=12;https://dst.gov.in/archive-call-for-proposals?page=13;https://dst.gov.in/archive-call-for-proposals?page=14;https://dst.gov.in/archive-call-for-proposals?page=15;https://dst.gov.in/archive-call-for-proposals?page=16;https://dst.gov.in/archive-call-for-proposals?page=17;https://dst.gov.in/archive-call-for-proposals?page=2;https://dst.gov.in/archive-call-for-proposals?page=3;https://dst.gov.in/archive-call-for-proposals?page=4;https://dst.gov.in/archive-call-for-proposals?page=5;https://dst.gov.in/archive-call-for-proposals?page=6;https://dst.gov.in/archive-call-for-proposals?page=7;https://dst.gov.in/archive-call-for-proposals?page=8;https://dst.gov.in/archive-call-for-proposals?page=9;https://dst.gov.in/call-for-proposals;https://dst.gov.in/callforproposals;https://dst.gov.in/callforproposals-0;https://dst.gov.in/callforproposals-1;https://dst.gov.in/callforproposals/10th-india-israel-industrial-rd-and-technological-innovation-fund-i4f;https://dst.gov.in/callforproposals/11th-india-spain-joint-call-rdi-projects-2024;https://dst.gov.in/callforproposals/2018-commonwealth-scholarship-united-kingdom;https://dst.gov.in/callforproposals/2019-brics-calls-proposals-multilateral-rd-projects,1,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_8e14cd0e2b07daac6817,https://dst.gov.in/covid-19-oms-and-guidelines,https://dst.gov.in/covid-19-oms-and-guidelines,COVID 19- OMs and Guidelines,SUPPORTING_PAGE,SUPPORTING_INFORMATION,0.9400,DIRECT_CLASSIFIED_PAGE_ROLE:GUIDELINE_PAGE,417,416,0,0.000000,75.00,56.68,LOW_RELEVANCE;RELEVANT,COVID 19- OMs and Guidelines,APPLICATION_GUIDANCE;APPLICATION_INVITATION;BROKEN_OFFICIAL_LINK;CALL_ARCHIVE_INDEX;CALL_FOR_PROPOSALS;CALL_RESULT;CURRENT_CALL_INDEX;DEADLINE_EXTENSION;EVENT;EXPRESSION_OF_INTEREST;GUIDELINE_PAGE;NEWS;PROGRAMME_CATEGORY_INDEX;PROGRAMME_MASTER_CANDIDATE;SANCTIONED_PROJECT_EVIDENCE;SCHEME_CATEGORY_INDEX;SCHEME_MASTER_CANDIDATE;UNKNOWN,https://dst.gov.in/;https://dst.gov.in/about-schemes;https://dst.gov.in/announcement/applications-invited-throughout-year;https://dst.gov.in/archive;https://dst.gov.in/archive-call-for-proposals;https://dst.gov.in/archive-call-for-proposals?page=1;https://dst.gov.in/archive-call-for-proposals?page=10;https://dst.gov.in/archive-call-for-proposals?page=11;https://dst.gov.in/archive-call-for-proposals?page=12;https://dst.gov.in/archive-call-for-proposals?page=13;https://dst.gov.in/archive-call-for-proposals?page=14;https://dst.gov.in/archive-call-for-proposals?page=15;https://dst.gov.in/archive-call-for-proposals?page=16;https://dst.gov.in/archive-call-for-proposals?page=17;https://dst.gov.in/archive-call-for-proposals?page=2;https://dst.gov.in/archive-call-for-proposals?page=3;https://dst.gov.in/archive-call-for-proposals?page=4;https://dst.gov.in/archive-call-for-proposals?page=5;https://dst.gov.in/archive-call-for-proposals?page=6;https://dst.gov.in/archive-call-for-proposals?page=7;https://dst.gov.in/archive-call-for-proposals?page=8;https://dst.gov.in/archive-call-for-proposals?page=9;https://dst.gov.in/call-for-proposals;https://dst.gov.in/callforproposals;https://dst.gov.in/callforproposals-0;https://dst.gov.in/callforproposals-1;https://dst.gov.in/callforproposals/10th-india-israel-industrial-rd-and-technological-innovation-fund-i4f;https://dst.gov.in/callforproposals/11th-india-spain-joint-call-rdi-projects-2024;https://dst.gov.in/callforproposals/2018-commonwealth-scholarship-united-kingdom;https://dst.gov.in/callforproposals/2019-brics-calls-proposals-multilateral-rd-projects,1,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_51654eaf65a54be01e77,https://dst.gov.in/news/publication-recruitment-rules-respect-group-and-group-b-administrative-posts-recruitment-rules,https://dst.gov.in/news/publication-recruitment-rules-respect-group-and-group-b-administrative-posts-recruitment-rules,Publication of Recruitment Rules in respect of Group 'A' and Group...,UNRESOLVED,SUPPORTING_INFORMATION,0.8800,SUPPORTING_INFORMATION_TERM,1,1,0,0.000000,-50.00,-50.00,LOW_RELEVANCE,Publication of Recruitment Rules in respect of Group 'A' and Group...,BROKEN_OFFICIAL_LINK,https://dst.gov.in/,0,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_dd8d3f3755af586f24f2,https://dst.gov.in/node,https://dst.gov.in/node,Reports/Documents,UNRESOLVED,SUPPORTING_INFORMATION,0.8800,SUPPORTING_INFORMATION_TERM,3,1,0,0.000000,0.00,-16.67,LOW_RELEVANCE,Important Links | Press Releases | Reports/Documents,BROKEN_OFFICIAL_LINK,https://dst.gov.in/,0,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_92fb122e565d36597616,https://dst.gov.in/document/reports/annual-report-2025-26,https://dst.gov.in/document/reports/annual-report-2025-26,Annual Report 2025-26,UNRESOLVED,SUPPORTING_INFORMATION,0.8800,SUPPORTING_INFORMATION_TERM,1,1,0,0.000000,0.00,0.00,LOW_RELEVANCE,Annual Report 2025-26,BROKEN_OFFICIAL_LINK,https://dst.gov.in/,0,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_e68983abafd1fb28a07e,https://dst.gov.in/documents,https://dst.gov.in/documents,More,UNRESOLVED,SUPPORTING_INFORMATION,0.8800,SUPPORTING_INFORMATION_TERM,1,1,0,0.000000,0.00,0.00,LOW_RELEVANCE,More,BROKEN_OFFICIAL_LINK,https://dst.gov.in/,0,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_e15a35430063a0d0175f,https://dst.gov.in/how-apply-project-support,https://dst.gov.in/how-apply-project-support,How to Apply for Project Support,SUPPORTING_PAGE,SUPPORTING_INFORMATION,0.9400,DIRECT_CLASSIFIED_PAGE_ROLE:APPLICATION_GUIDANCE,7,6,0,0.000000,75.00,66.43,LOW_RELEVANCE;RELEVANT,How to Apply for Project Support,APPLICATION_GUIDANCE;PROGRAMME_CATEGORY_INDEX;PROGRAMME_MASTER_CANDIDATE;SANCTIONED_PROJECT_EVIDENCE;SCHEME_MASTER_CANDIDATE,https://dst.gov.in/about-schemes;https://dst.gov.in/archive;https://dst.gov.in/funding-mechanism;https://dst.gov.in/how-apply-project-support;https://dst.gov.in/programmes-innitiatives;https://dst.gov.in/sanctioned-projects,1,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_33d65148544def46d3c9,https://dst.gov.in/sanctioned-projects,https://dst.gov.in/sanctioned-projects,Sanctioned Projects,SUPPORTING_PAGE,SUPPORTING_INFORMATION,0.9400,DIRECT_CLASSIFIED_PAGE_ROLE:SANCTIONED_PROJECT_EVIDENCE,7,6,0,0.000000,75.00,61.43,LOW_RELEVANCE;RELEVANT,Sanctioned Projects,APPLICATION_GUIDANCE;PROGRAMME_CATEGORY_INDEX;PROGRAMME_MASTER_CANDIDATE;SANCTIONED_PROJECT_EVIDENCE;SCHEME_MASTER_CANDIDATE,https://dst.gov.in/about-schemes;https://dst.gov.in/archive;https://dst.gov.in/funding-mechanism;https://dst.gov.in/how-apply-project-support;https://dst.gov.in/programmes-innitiatives;https://dst.gov.in/sanctioned-projects,1,0,NO_CANONICAL_IDENTITY_NO_LOCK
dst_gap_resolution_a70f067a319d1bf9f96f,https://dst.gov.in/documents-ngcma,https://dst.gov.in/documents-ngcma,Documents of NGCMA,UNRESOLVED,SUPPORTING_INFORMATION,0.8800,SUPPORTING_INFORMATION_TERM,2,2,0,0.000000,20.00,10.00,LOW_RELEVANCE,Documents of NGCMA,GUIDELINE_PAGE;PROGRAMME_CATEGORY_INDEX,https://dst.gov.in/ngcma;https://dst.gov.in/oecd-test-guidelines-testing-chemicals,0,0,NO_CANONICAL_IDENTITY_NO_LOCK
