provisional_entity_id,department_code,department_name,proposed_canonical_name,proposed_entity_type,proposed_subtype,official_abbreviation_candidate,primary_source_page_id,primary_source_page_role,primary_source_page_title,official_source_url,identity_confidence,master_evidence_score,identity_evidence,possible_parent_name_text,category_context_count,linked_document_count,guideline_document_count,office_memorandum_count,sanction_order_count,review_flags,requires_admin_review,curation_status,identity_state,created_at,original_proposed_entity_type,quality_decision,quality_final_entity_type,quality_confidence,quality_source_page_match,quality_source_page_role,quality_source_page_title,quality_master_evidence_category_count,quality_master_evidence_categories,quality_reasons,quality_review_flags,quality_requires_admin_review,identity_safeguard,quality_audited_at
dst_provisional_programme_a5dad6324fc5938214dc,DST,Department of Science and Technology,Technology Development and Transfer,PROGRAMME,STANDARD_PROGRAMME,,dst_page_39f3a0e55eaa68c8d3d0,PROGRAMME_MASTER_CANDIDATE,Technology Development and Transfer,https://dst.gov.in/technology-development-and-transfer,0.5270,56.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_4 | LINKED_DOCUMENTS_5 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,technology development project shall be considered,0,5,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED | PARENT_HIERARCHY_REQUIRES_RESOLUTION | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Technology Development and Transfer,5,"{""application"": 0, ""authority"": 1, ""beneficiary"": 2, ""benefit"": 0, ""duration"": 0, ""eligibility"": 1, ""objective"": 2, ""scope"": 1}",MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_ELIGIBILITY | MASTER_EVIDENCE_SCOPE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_AUTHORITY | CALL_TERMS_IN_TEXT:call for project proposals | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.565 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=5,,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_949c456fc2168a4e5db0,DST,Department of Science and Technology,Science and Heritage Research Initiative (SHRI) Cell,PROGRAMME,STANDARD_PROGRAMME,,dst_page_dd0488511f5967244494,PROGRAMME_MASTER_CANDIDATE,Science and Heritage Research Initiative (SHRI) Cell,https://dst.gov.in/science-and-heritage-research-initiative-shri-cell,0.6172,42.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFICIARIES,,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Science and Heritage Research Initiative (SHRI) Cell,4,"{""application"": 0, ""authority"": 1, ""beneficiary"": 1, ""benefit"": 0, ""duration"": 0, ""eligibility"": 1, ""objective"": 3, ""scope"": 0}",MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_ELIGIBILITY | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_AUTHORITY | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:initiative | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.500 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=4,,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_db90b2cfe99e88b0ee4c,DST,Department of Science and Technology,National Geospatial Programme (erstwhile NRDMS),PROGRAMME,UMBRELLA_PROGRAMME,,dst_page_e6bbfbc5e3648f6edcf6,PROGRAMME_MASTER_CANDIDATE,National Geospatial Programme (erstwhile NRDMS),https://dst.gov.in/national-geospatial-programme-erstwhile-nrdms,0.6290,42.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_2 | LINKED_DOCUMENTS_7 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_BENEFICIARIES,division– 1,0,7,0,0,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED | PARENT_HIERARCHY_REQUIRES_RESOLUTION,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,National Geospatial Programme (erstwhile NRDMS),4,"{""application"": 0, ""authority"": 1, ""beneficiary"": 4, ""benefit"": 0, ""duration"": 1, ""eligibility"": 0, ""objective"": 4, ""scope"": 0}","MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_DURATION | MASTER_EVIDENCE_AUTHORITY | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:programme,program | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.500 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=4",,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_c7681b03264f485ab9a9,DST,Department of Science and Technology,Promotion of University Research and Scientific Excellence,PROGRAMME,UMBRELLA_PROGRAMME,PURSE,dst_page_06950946e6ce73c40845,PROGRAMME_MASTER_CANDIDATE,Promotion of University Research and Scientific Excellence(PURSE),https://dst.gov.in/promotion-university-research-and-scientific-excellence-purse,0.6100,70.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_4 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,PURSE have been communicated to promote optimal utilization of these resources through a public notice,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | PARENT_HIERARCHY_REQUIRES_RESOLUTION | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Promotion of University Research and Scientific Excellence(PURSE),6,"{""application"": 0, ""authority"": 2, ""beneficiary"": 1, ""benefit"": 0, ""duration"": 1, ""eligibility"": 2, ""objective"": 2, ""scope"": 2}",MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_ELIGIBILITY | MASTER_EVIDENCE_SCOPE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_DURATION | MASTER_EVIDENCE_AUTHORITY | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.630 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=6,,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_ec419cff16ecb3cd65e7,DST,Department of Science and Technology,Sophisticated Analytical Instrument Facilities,PROGRAMME,HISTORICAL_PROGRAMME,SAIF,dst_page_458dd5a937b7e34458ad,PROGRAMME_MASTER_CANDIDATE,Sophisticated Analytical Instrument Facilities,https://dst.gov.in/sophisticated-analytical-instrument-facilities-saif-programme,0.4940,42.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Sophisticated Analytical Instrument Facilities,4,"{""application"": 0, ""authority"": 2, ""beneficiary"": 3, ""benefit"": 0, ""duration"": 0, ""eligibility"": 0, ""objective"": 3, ""scope"": 1}","MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_SCOPE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_AUTHORITY | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:programme,program,facilities | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.500 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=4",,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_2cb7fbf01a6e1098d011,DST,Department of Science and Technology,Synergistic Training program Utilizing the Scientific and Technological Infrastructure,PROGRAMME,STANDARD_PROGRAMME,STUTI,dst_page_15b5bba75f19b05e22fa,PROGRAMME_MASTER_CANDIDATE,Synergistic Training program Utilizing the Scientific and Technological Infrastructure (STUTI),https://dst.gov.in/synergistic-training-program-utilizing-scientific-and-technological-infrastructure-stuti,0.6820,56.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | LINKED_DOCUMENTS_2 | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES,Results of DST STUTI 2021 Program Proposals Recommended 259,0,2,0,0,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | PARENT_HIERARCHY_REQUIRES_RESOLUTION,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Synergistic Training program Utilizing the Scientific and Technological Infrastructure (STUTI),5,"{""application"": 0, ""authority"": 1, ""beneficiary"": 2, ""benefit"": 1, ""duration"": 2, ""eligibility"": 2, ""objective"": 0, ""scope"": 0}",MASTER_EVIDENCE_ELIGIBILITY | MASTER_EVIDENCE_BENEFIT | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_DURATION | MASTER_EVIDENCE_AUTHORITY | CALL_TERMS_IN_TEXT:result | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:program | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.565 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=5,,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_ffc17b125133e17c7e1a,DST,Department of Science and Technology,Support for Up-gradation Preventive Repair & Maintenance of Equipment,PROGRAMME,STANDARD_PROGRAMME,SUPREME,dst_page_0a9de2ee7ce945b058b8,PROGRAMME_MASTER_CANDIDATE,Support for Up-gradation Preventive Repair & Maintenance of Equipment (SUPREME),https://dst.gov.in/scientific-programmes/support-gradation-preventive-repair-maintenance-equipment-supreme,0.6400,70.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_4 | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Support for Up-gradation Preventive Repair & Maintenance of Equipment (SUPREME),6,"{""application"": 0, ""authority"": 1, ""beneficiary"": 4, ""benefit"": 2, ""duration"": 1, ""eligibility"": 2, ""objective"": 0, ""scope"": 1}","MASTER_EVIDENCE_ELIGIBILITY | MASTER_EVIDENCE_BENEFIT | MASTER_EVIDENCE_SCOPE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_DURATION | MASTER_EVIDENCE_AUTHORITY | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:programme,program | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.630 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=6",,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_d0be2609d7edece61837,DST,Department of Science and Technology,Women in Science and Engineering-KIRAN,PROGRAMME,STANDARD_PROGRAMME,WISE-KIRAN,dst_page_67bbe6b5a3168ec2ee16,PROGRAMME_MASTER_CANDIDATE,Women in Science and Engineering-KIRAN (WISE-KIRAN),https://dst.gov.in/scientific-programmes/wise-kiran,0.7160,98.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_5 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_ELIGIBILITY | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,,0,0,0,0,0,BODY_FALLBACK_TEXT_USED | NO_CATEGORY_INDEX_CONTEXT | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Women in Science and Engineering-KIRAN (WISE-KIRAN),7,"{""application"": 0, ""authority"": 2, ""beneficiary"": 3, ""benefit"": 1, ""duration"": 1, ""eligibility"": 1, ""objective"": 2, ""scope"": 1}","MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_ELIGIBILITY | MASTER_EVIDENCE_BENEFIT | MASTER_EVIDENCE_SCOPE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_DURATION | MASTER_EVIDENCE_AUTHORITY | CALL_TERMS_IN_TEXT:call for proposal | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:programme,program | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.680 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=7",,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_7d0564f8246d029b3cbd,DST,Department of Science and Technology,National Science & Technology Management Information System,PROGRAMME,STANDARD_PROGRAMME,,dst_page_b921eacc85a5b73ffcd2,PROGRAMME_MASTER_CANDIDATE,National Science & Technology Management Information System,https://dst.gov.in/scientific-programmes/scientific-engineering-research/national-science-technology-management-information-system-nstmis,0.4940,42.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | LINKED_DOCUMENTS_11 | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES | PAGE_EVIDENCE_SCOPE,,0,11,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | OFFICIAL_ABBREVIATION_NOT_CONFIRMED | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,National Science & Technology Management Information System,4,"{""application"": 0, ""authority"": 2, ""beneficiary"": 2, ""benefit"": 1, ""duration"": 0, ""eligibility"": 0, ""objective"": 0, ""scope"": 1}","MASTER_EVIDENCE_BENEFIT | MASTER_EVIDENCE_SCOPE | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_AUTHORITY | CALL_TERMS_IN_TEXT:result | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | PROGRAMME_TERMS:programme,program | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.500 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=4",,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
dst_provisional_programme_629f69d1c1a7a7ea1ad8,DST,Department of Science and Technology,Policy Research Cell,PROGRAMME,STANDARD_PROGRAMME,PRC,dst_page_fb8fe784b5fbaa540e70,PROGRAMME_MASTER_CANDIDATE,Policy Research Cell,https://dst.gov.in/policy-research-cell,0.5020,56.000,CLASSIFIER_ROLE_PROGRAMME_MASTER_CANDIDATE | MASTER_EVIDENCE_GROUPS_3 | LINKED_DOCUMENTS_1 | PAGE_EVIDENCE_OBJECTIVE | PAGE_EVIDENCE_BENEFITS | PAGE_EVIDENCE_BENEFICIARIES,programme along,0,1,0,0,0,BODY_FALLBACK_TEXT_USED | LOW_IDENTITY_CONFIDENCE | NO_CATEGORY_INDEX_CONTEXT | PARENT_HIERARCHY_REQUIRES_RESOLUTION | PROGRAMME_TYPE_REQUIRES_CURATION | UPSTREAM_ADMIN_REVIEW_FLAG,1,QUALITY_AUDITED_REQUIRES_V3_4_0_4,PROVISIONAL_NOT_LOCKED,2026-07-10T10:12:30+00:00,PROGRAMME,KEEP_AS_PROVISIONAL_PROGRAMME,PROGRAMME,1.0000,1,PROGRAMME_MASTER_CANDIDATE,Policy Research Cell,5,"{""application"": 0, ""authority"": 1, ""beneficiary"": 2, ""benefit"": 1, ""duration"": 1, ""eligibility"": 0, ""objective"": 2, ""scope"": 0}",MASTER_EVIDENCE_OBJECTIVE | MASTER_EVIDENCE_BENEFIT | MASTER_EVIDENCE_BENEFICIARY | MASTER_EVIDENCE_DURATION | MASTER_EVIDENCE_AUTHORITY | CLASSIFIER_PROGRAMME_MASTER_CANDIDATE | QUALITY_SCORE=1.000 | SCHEME_SCORE=0.565 | PROGRAMME_SCORE=1.000 | MASTER_EVIDENCE_CATEGORIES=5,,0,QUALITY_AUDITED_NO_CANONICAL_IDENTITY_CREATED_NO_LOCK,2026-07-10T10:56:15+00:00
