review_id,review_type,proposed_name,proposed_entity_type,confidence,review_flags,evidence,source_url,recommended_action,publication_status,carried_forward_version
dst_manual_review_150ad6947d6591cb9dbc,MANUAL_ENTITY_REVIEW,https://dst.gov.in/foldscope-microscopy-empowering-farmers-chhattisgarh-...,UNRESOLVED,,,,https://dst.gov.in/foldscope-microscopy-empowering-farmers-chhattisgarh-detect-plant-diseases-take-st-aided-1,MANUAL_REVIEW_BEFORE_ANY_FUTURE_IDENTITY_LOCK,NOT_PUBLISHED,3.4.0.4
dst_manual_review_3786d113b796fd07db37,MANUAL_ENTITY_REVIEW,https://dst.gov.in/herbal-remedy-gout-can-improve-lifestyle-elderly-people,UNRESOLVED,,,,https://dst.gov.in/herbal-remedy-gout-can-improve-lifestyle-elderly-people,MANUAL_REVIEW_BEFORE_ANY_FUTURE_IDENTITY_LOCK,NOT_PUBLISHED,3.4.0.4
dst_manual_review_f33e4fa07003daa6bc24,MANUAL_ENTITY_REVIEW,https://dst.gov.in/success-stories-dst,UNRESOLVED,,,,https://dst.gov.in/success-stories-dst,MANUAL_REVIEW_BEFORE_ANY_FUTURE_IDENTITY_LOCK,NOT_PUBLISHED,3.4.0.4
dst_manual_review_080dc54670773c327709,MANUAL_ENTITY_REVIEW,Science Wings Abroad,UNRESOLVED,,,,https://dst.gov.in/science-wings-abroad-0,MANUAL_REVIEW_BEFORE_ANY_FUTURE_IDENTITY_LOCK,NOT_PUBLISHED,3.4.0.4
