relationship_review_id,child_master_id,child_name,parent_name_text,relationship_type,relationship_confidence,source_url,review_status
dst_relationship_review_c059fb77ab5a286487ab,dst_programme_3452c16f1f4078134051,State Science & Technology Programme,"post-Geographical Indication (GI) activities, facilitated the introduction of QR codes",POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/state-science-technology-programme-0,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_49162e517090796460f7,dst_programme_434e320048081d2c91d8,National Quantum Mission,"NQM ""152 researchers from 43 Institutions (Lead & Member) across 17 states and 2 UTs involved in the 14 TGs"" Startup support under NQM The NQM has actively engaged",POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/national-quantum-mission-nqm,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_efa46f96c4515f8b2552,dst_programme_1956ba3cf06f4b89512d,Technology Development and Transfer,technology development project shall be considered,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/technology-development-and-transfer,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_463be696885487e156dd,dst_programme_8f106c6fdd32822c9c7e,National Geospatial Programme (erstwhile NRDMS),division– 1,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/national-geospatial-programme-erstwhile-nrdms,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_cbba181881d9c95314ed,dst_scheme_8bac813a86732c602cc2,Fund for Improvement of S&T Infrastructure in Universities and Higher Educational Institutions,are intended to support the efforts of the Department as a whole or a number of faculty members in the Department,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/scientific-programmes/scientific-engineering-research/fund-improvement-st-infrastructure-higher-educational-institutions-fist,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_080b950086ba35b9e9b5,dst_programme_84b6b59a2ba5338c5e92,Promotion of University Research and Scientific Excellence,PURSE have been communicated to promote optimal utilization of these resources through a public notice,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/promotion-university-research-and-scientific-excellence-purse,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_d965136aa6d1cd2eb01f,dst_programme_9c8f082864566558e4ff,Synergistic Training program Utilizing the Scientific and Technological Infrastructure,Results of DST STUTI 2021 Program Proposals Recommended 259,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/synergistic-training-program-utilizing-scientific-and-technological-infrastructure-stuti,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_1de66dbdbd02691df85e,dst_scheme_1c3d6d43999e119ecaf2,Mega Facilities for Basic Research Scheme,Mega Science Programme from 01,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/mega-facilities-basic-research-scheme,REQUIRES_CURATED_PARENT_RESOLUTION
dst_relationship_review_75eaf0584eef6b964c01,dst_programme_3972ee5052b4782c8810,Policy Research Cell,programme along,POSSIBLE_COMPONENT_OF,0.6500,https://dst.gov.in/policy-research-cell,REQUIRES_CURATED_PARENT_RESOLUTION
