source,url,normalized_url,inventory_origin,discovery_status,fetch_status,http_status,browser_render_required,classification,classification_reason,master_id,canonical_name,extraction_status,validation_decision,review_status,staging_status,failure_reason,final_category,recommended_action
BIRAC,https://birac.nic.in/cfp_view.php?id=49&scheme_type=2,https://birac.nic.in/cfp_view.php?id=49&scheme_type=2,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,8ff977f47c79657470e1,Small Business Innovation Research Initiative (SBIRI),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=50&scheme_type=3,https://birac.nic.in/cfp_view.php?id=50&scheme_type=3,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,6c8f4fd195e66709ff71,Contract Research and Services Scheme (CRS),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=51&scheme_type=1,https://birac.nic.in/cfp_view.php?id=51&scheme_type=1,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,36761a61e4963c914a4e,Biotechnology Industry Partnership Programme (BIPP),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=51&scheme_type=2,https://birac.nic.in/cfp_view.php?id=51&scheme_type=2,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,8ff977f47c79657470e1,Small Business Innovation Research Initiative (SBIRI),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=53&scheme_type=1,https://birac.nic.in/cfp_view.php?id=53&scheme_type=1,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,36761a61e4963c914a4e,Biotechnology Industry Partnership Programme (BIPP),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=53&scheme_type=2,https://birac.nic.in/cfp_view.php?id=53&scheme_type=2,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,8ff977f47c79657470e1,Small Business Innovation Research Initiative (SBIRI),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=54&scheme_type=1,https://birac.nic.in/cfp_view.php?id=54&scheme_type=1,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,36761a61e4963c914a4e,Biotechnology Industry Partnership Programme (BIPP),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=56&scheme_type=1,https://birac.nic.in/cfp_view.php?id=56&scheme_type=1,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,36761a61e4963c914a4e,Biotechnology Industry Partnership Programme (BIPP),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=6&scheme_type=5,https://birac.nic.in/cfp_view.php?id=6&scheme_type=5,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,a8afe74b6b424de359f6,Biotechnology Ignition Grant (BIG),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=6&scheme_type=7,https://birac.nic.in/cfp_view.php?id=6&scheme_type=7,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,9dd310003a989baca66c,Industry Innovation Programme on Medical Electronics (IIPME),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=61&scheme_type=1,https://birac.nic.in/cfp_view.php?id=61&scheme_type=1,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,36761a61e4963c914a4e,Biotechnology Industry Partnership Programme (BIPP),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=7&scheme_type=5,https://birac.nic.in/cfp_view.php?id=7&scheme_type=5,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,a8afe74b6b424de359f6,Biotechnology Ignition Grant (BIG),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=70&scheme_type=40,https://birac.nic.in/cfp_view.php?id=70&scheme_type=40,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,35062484632e4e5b520b,AMRIT Grand Challenge – JanCare,NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=71&scheme_type=41,https://birac.nic.in/cfp_view.php?id=71&scheme_type=41,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,e218e7d6151450568ad2,E-YUVA,NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=75&scheme_type=37,https://birac.nic.in/cfp_view.php?id=75&scheme_type=37,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,,,NOT_APPLICABLE,,,NOT_PRESENT,Scheme-like classified page is not linked to a master candidate.,MISSING_FROM_MASTER,Review classification grouping and create or attach a master candidate explicitly.
BIRAC,https://birac.nic.in/cfp_view.php?id=76&scheme_type=21,https://birac.nic.in/cfp_view.php?id=76&scheme_type=21,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,9447aea26a42a7905802,Waste to Energy – Innovation Clean Technologies Scale-up,NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=77&scheme_type=1,https://birac.nic.in/cfp_view.php?id=77&scheme_type=1,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,36761a61e4963c914a4e,Biotechnology Industry Partnership Programme (BIPP),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=77&scheme_type=41,https://birac.nic.in/cfp_view.php?id=77&scheme_type=41,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,e218e7d6151450568ad2,E-YUVA,NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
BIRAC,https://birac.nic.in/cfp_view.php?id=78&scheme_type=3,https://birac.nic.in/cfp_view.php?id=78&scheme_type=3,discovery_results_v2,PENDING,FETCHED_INFERRED_FROM_CLASSIFICATION,,False,CALL,call marker,843d074322e9dd59a565,Promoting Academic Research Conversion to Enterprise (PACE),NOT_EXTRACTED,,,NOT_PRESENT,Master candidate exists without an extracted record.,AWAITING_EXTRACTION,Run incremental extraction for this master_id.
