document_id,title,document_type,parent_record_id,official_url,evidence_status,last_verified_date,publication_status
dbt_birac_document_31a4fa3348f31c8d0800,BIG user guide,GUIDELINE,dbt_birac_programme_2a21fe6d592a19b7de89,https://birac.nic.in/webcontent/big_user_guide.pdf,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
dbt_birac_document_c52023f729867ada0b38,PACE scheme guidelines 2025,GUIDELINE,dbt_birac_programme_19b87ac5ecb1afe2d7f3,https://birac.nic.in/webcontent/1745298188_PACE_scheme_guidelines_16_04_2025.pdf,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
dbt_birac_document_389592c80c56a0c14198,BioCARe Guidelines 2024,GUIDELINE,dbt_birac_programme_12f6f212327a46765c5b,https://dbtindia.gov.in/sites/default/files/BioCARe%20Guidelines%202024_0.pdf,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
dbt_birac_document_699e8f314ed476b7c4f7,SPARSH Guidelines,GUIDELINE,dbt_birac_programme_8394e6f426a8d1ccfe1c,https://birac.nic.in/webcontent/Sparsh_Guidelines_Ver_3.pdf,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
dbt_birac_document_b9cf0d7558a31787235e,BIRAC documents required,APPLICATION_GUIDANCE,,https://birac.nic.in/docRequired.php?type=i,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
dbt_birac_document_259b032050553bce1b22,BIRAC call directory,CALL_DIRECTORY,,https://birac.nic.in/cfp.php,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
dbt_birac_document_80fdf6407fc766a1eb99,DBT call archive,HISTORICAL_ARCHIVE,,https://dbtindia.gov.in/whats-new/call-for-proposals/archive,OFFICIAL_PRIMARY,2026-07-21,PUBLIC_DEPARTMENT_PAGE
