candidate_url,canonical_url,resolution,canonical_record_id
https://www.birac.nic.in/desc_new.php/desc_new.php?id=286,https://birac.nic.in/desc_new.php?id=286,DUPLICATE_URL_VERSION_COLLAPSED,dbt_birac_programme_19b87ac5ecb1afe2d7f3
https://birac.nic.in/cfp.php/portal/portal/cfp.php,https://birac.nic.in/cfp.php,DUPLICATE_DIRECTORY_PATH_COLLAPSED,
